zip,count,dollars,latitude,longitude
12419,1,25,41.8467,-74.1038
12428,1,100,41.7218,-74.4141
12429,1,50,41.8162,-73.9926
12433,1,10,42.0053,-74.1532
12443,1,35,41.9327,-74.0687
12451,1,5,42.3045,-73.9457
12457,3,130,42.0435,-74.2485
12458,1,50,41.75899999999999,-74.3804
12464,1,25,42.0544,-74.3393
12466,2,125,41.8948,-73.9767
12472,2,125,41.8402,-74.07300000000001
12477,5,171,42.0738,-73.9797
12484,1,100,41.8616,-74.1697
12486,1,20,41.8338,-74.0626
12487,1,25,41.8651,-73.9948
12494,1,25,41.9726,-74.2676
12498,6,220,42.0348,-74.112
12508,10,258,41.5097,-73.9634
12513,2,15,42.2069,-73.6946
12515,1,25,41.6749,-74.0557
12516,1,15,42.1113,-73.5526
12520,2,50,41.433,-74.0061
12524,2,300,41.5404,-73.8979
12525,1,10,41.6576,-74.1672
12529,1,25,42.1868,-73.5483
12531,1,15,41.5325,-73.6628
12533,7,355,41.5603,-73.7939
12534,3,375,42.247,-73.7552
12538,3,305,41.7887,-73.9063
12540,1,10,41.6615,-73.745
12542,1,50,41.6056,-73.988
12543,1,25,41.4886,-74.2163
12546,3,35,41.9536,-73.5287
12547,1,10,41.6535,-73.9772
12550,2,20,41.5372,-74.0526
12561,13,632,41.7464,-74.1092
12563,1,10,41.4888,-73.5815
12564,1,5,41.5749,-73.5948
12567,2,65,41.9896,-73.6602
12569,1,25,41.747,-73.8143
12570,2,260,41.6194,-73.6783
12571,3,200,42.0064,-73.8546
12572,9,425,41.9272,-73.8888
12577,1,25,41.4497,-74.1214
12581,2,75,41.8877,-73.6945
12582,1,500,41.5512,-73.7255
12585,1,10,41.7227,-73.7184
12586,1,50,41.5596,-74.1764
12589,3,85,41.61600000000001,-74.1439
12590,2,300,41.595,-73.8876
12594,1,100,41.6538,-73.5556
12601,1,100,41.7035,-73.9117
12603,8,855,41.6907,-73.8621
12721,1,50,41.5644,-74.4304
12725,1,10,41.9657,-74.5293
12750,1,100,41.7296,-74.9611
12754,1,10,41.7962,-74.7484
12771,2,60,41.3786,-74.6691
12775,2,70,41.6134,-74.5872
12779,1,50,41.7042,-74.6444
12786,1,100,41.6485,-74.8654
12791,1,100,41.8032,-74.8888
12801,1,10,43.3115,-73.6448
12803,1,3,43.2836,-73.6294
12804,3,110,43.32899999999999,-73.6818
12809,1,100,43.2381,-73.4641
12816,2,200,43.0466,-73.3814
12831,2,20,43.1803,-73.7053
12832,1,10,43.3776,-73.2978
12833,1,7,43.1401,-73.8398
12866,19,940,43.0708,-73.7408
12871,1,10,43.0878,-73.6007
12873,1,100,43.1106,-73.3231
12901,6,280,44.6927,-73.46600000000001
12912,1,100,44.4499,-73.6857
12913,1,25,44.3985,-74.0829
12916,1,100,44.8282,-74.5223
12919,1,50,44.9773,-73.4466
12927,1,25,44.229,-74.8581
12932,1,30,44.2245,-73.6011
12943,1,50,44.2024,-73.7731
12946,2,110,44.229,-73.9841
12948,1,150,,
12950,1,50,44.3075,-73.5491
12983,3,100,44.3243,-74.133
12996,1,50,44.3604,-73.3963
13000,1,100,,
13021,2,20,42.93,-76.5626
13026,4,80,42.7472,-76.6775
13027,4,120,43.162,-76.3237
13032,1,20,43.0878,-75.7602
13035,1,25,42.938,-75.8392
13036,2,45,43.309,-76.1849
13037,1,20,43.0552,-75.8768
13041,2,60,43.1737,-76.1707
13045,5,475,42.5952,-76.1857
13057,1,10,43.0734,-76.0558
13066,3,85,43.0268,-76.0145
13068,1,25,42.4998,-76.3636
13069,2,75,43.3211,-76.4034
13077,2,200,42.6726,-76.1878
13078,2,105,42.983000000000004,-76.0766
13081,1,25,42.6635,-76.6216
13084,3,30,42.891000000000005,-76.1061
13088,2,100,43.1099,-76.187
13090,2,60,43.1528,-76.2235
13104,4,160,42.9904,-75.9703
13108,3,100,42.9821,-76.3323
13126,8,220,43.4394,-76.4613
13135,3,40,43.2468,-76.3064
13143,1,100,43.2291,-76.7146
13152,1,100,42.9258,-76.4052
13157,1,50,43.2091,-75.7231
13158,1,10,42.7085,-76.0189
13164,1,10,43.0932,-76.2904
13165,1,25,42.9045,-76.8755
13203,4,145,43.0607,-76.1369
13204,4,170,43.0444,-76.1758
13206,2,110,43.0677,-76.1102
13207,1,25,43.0195,-76.165
13210,8,285,43.0354,-76.1282
13214,6,370,43.0397,-76.0722
13215,1,50,42.9722,-76.2276
13219,4,410,43.0409,-76.2262
13224,4,250,43.0421,-76.1046
13235,1,20,43.0559,-76.1526
13317,2,200,42.8671,-74.5956
13320,4,225,42.7823,-74.7444
13323,11,962,43.0586,-75.3808
13326,5,354,42.7032,-74.9181
13337,1,50,42.7252,-74.9869
13346,14,430,42.8231,-75.5434
13363,1,50,43.3148,-75.5055
13413,3,120,43.0654,-75.2906
13417,4,250,43.1,-75.2937
13421,3,105,43.0862,-75.6508
13431,1,50,43.2115,-75.0731
13441,2,250,43.2264,-75.4083
13452,1,5,43.016999999999996,-74.646
13461,3,300,43.0704,-75.59899999999999
13471,1,10,43.3366,-75.6027
13490,1,10,43.1017,-75.4533
13492,2,20,43.1158,-75.3095
13501,2,110,43.0871,-75.2315
13502,1,25,43.1067,-75.2314
13601,2,35,43.9743,-75.9122
13605,2,35,43.8062,-76.04899999999999
13616,1,10,44.0265,-75.8499
13617,4,120,44.5924,-75.1628
13650,2,60,43.8467,-76.2352
13669,2,200,44.6902,-75.4774
13676,4,50,44.6592,-74.9681
13681,1,10,44.44,-75.3777
13690,1,10,44.1578,-75.033
13694,3,220,44.8564,-75.2049
13730,1,100,42.2417,-75.5366
13731,1,10,42.1569,-74.7887
13732,4,335,42.0556,-76.1519
13743,1,25,42.2063,-76.3322
13754,1,10,42.0666,-75.4287
13757,5,250,42.4101,-74.8987
13760,3,70,42.1506,-76.0551
13778,2,350,42.3401,-75.7342
13790,1,25,42.1267,-75.9685
13820,11,298,42.4625,-75.0491
13827,2,75,42.1138,-76.2528
13835,2,20,42.3945,-76.1865
13850,6,210,42.0771,-76.0118
13851,1,100,42.2067,-75.7449
13856,2,110,42.1756,-75.1532
13861,1,10,42.5011,-75.1409
13864,3,225,42.3029,-76.3897
13865,1,10,42.0745,-75.6728
13901,1,10,42.1463,-75.8865
13903,3,45,42.0811,-75.8977
13905,5,120,42.1151,-75.9309
14006,2,20,42.6366,-79.0497
14013,1,10,43.0807,-78.3951
14020,1,10,43.0003,-78.1929
14032,3,165,43.0362,-78.639
14036,1,20,42.9777,-78.3929
14048,1,20,42.4877,-79.3283
14051,2,30,43.0429,-78.6988
14052,1,10,42.7701,-78.602
14059,1,25,42.833999999999996,-78.6343
14063,2,110,42.4333,-79.3339
14070,1,50,42.4712,-78.9339
14072,1,25,43.0183,-78.9591
14075,4,220,42.7334,-78.8389
14085,1,50,42.7215,-78.9327
14092,3,100,43.1722,-79.0215
14094,3,95,43.16,-78.6923
14120,5,125,43.0498,-78.851
14127,2,60,42.7639,-78.7518
14141,1,20,42.52,-78.6847
14150,7,85,43.0028,-78.8547
14169,1,100,42.7673,-78.5856
14174,1,25,43.2461,-79.0245
14201,2,60,42.8967,-78.8846
14202,1,25,42.887,-78.8779
14203,2,15,42.8939,-78.8681
14205,1,100,42.7684,-78.8871
14207,2,40,42.9491,-78.8978
14209,1,25,42.913000000000004,-78.8656
14213,5,145,42.9167,-78.8895
14214,4,131,42.9414,-78.8374
14216,7,105,42.9499,-78.8599
14217,4,640,42.9719,-78.8769
14218,1,10,42.8146,-78.8078
14219,2,35,42.7863,-78.8264
14220,1,25,42.8441,-78.8182
14221,7,305,42.9685,-78.7492
14222,3,135,42.9164,-78.8763
14224,7,450,42.8371,-78.7484
14225,2,35,42.9255,-78.7481
14226,5,105,42.9744,-78.7949
14227,1,20,42.8853,-78.7462
14228,4,86,43.0408,-78.7812
14304,1,50,43.0908,-78.9644
14305,2,50,43.1146,-79.0378
14336,1,20,,
14411,1,50,43.2398,-78.2068
14414,1,15,42.903,-77.7274
14420,2,100,43.2128,-77.9368
14424,6,225,42.8689,-77.2846
14425,1,20,42.958,-77.3083
14450,18,1255,43.0892,-77.436
14456,3,100,42.8637,-76.9913
14467,4,135,43.0483,-77.6122
14468,2,50,43.2923,-77.7905
14469,2,13,42.8851,-77.46
14470,1,25,43.2159,-78.0731
14472,3,210,42.9695,-77.5781
14475,1,100,42.938,-77.5009
14487,1,100,42.8135,-77.6635
14489,1,25,43.0777,-76.9896
14505,1,25,43.1546,-77.1863
14512,1,50,42.6404,-77.3901
14514,2,20,43.1186,-77.8005
14516,1,20,43.1964,-76.9152
14522,2,15,43.0622,-77.2218
14526,2,25,43.1396,-77.456
14527,2,125,42.6645,-77.0569
14534,13,5510,43.0695,-77.5141
14543,2,20,42.9966,-77.6665
14546,1,25,43.0246,-77.7743
14548,1,250,42.9761,-77.2439
14557,1,100,43.0416,-78.0573
14559,1,25,43.1895,-77.8043
14560,1,10,42.6776,-77.5775
14564,7,345,42.9866,-77.418
14568,1,5,43.1402,-77.2858
14580,14,430,43.2196,-77.4616
14586,2,125,43.0397,-77.6871
14589,1,25,43.2421,-77.17
14590,4,70,43.2341,-76.8217
14604,3,80,43.1577,-77.608
14605,1,25,43.1698,-77.6007
14606,3,75,43.1685,-77.6845
14607,15,905,43.1501,-77.589
14608,2,25,43.1521,-77.6258
14609,8,250,43.174,-77.5637
14610,11,640,43.1452,-77.5495
14611,3,70,43.1484,-77.6394
14612,4,125,43.2566,-77.6652
14613,1,50,43.1831,-77.6393
14615,3,135,43.2058,-77.6521
14616,1,25,43.2346,-77.6577
14617,9,400,43.2203,-77.5994
14618,9,765,43.1122,-77.5618
14619,1,25,43.1367,-77.6481
14620,17,3206,43.1317,-77.6062
14621,1,10,43.1834,-77.6043
14622,3,145,43.214,-77.5555
14623,3,135,43.0834,-77.6344
14624,7,1340,43.1216,-77.7311
14625,2,100,43.1522,-77.5057
14626,4,60,43.2126,-77.704
14701,1,25,42.0928,-79.244
14717,1,50,42.364,-78.184
14738,1,5,42.0528,-79.1318
14760,1,5,42.0821,-78.426
14802,3,175,42.2534,-77.7893
14805,1,100,42.351000000000006,-76.7348
14814,3,70,42.1455,-76.9527
14830,4,320,42.1383,-77.0475
14837,1,50,42.5053,-77.0028
14843,1,200,42.3274,-77.6569
14847,1,25,42.6165,-76.7268
14850,64,4296,42.4028,-76.484
14852,3,170,42.4451,-76.4672
14867,2,110,42.3621,-76.592
14870,2,55,42.17100000000001,-77.1194
14882,1,100,42.5645,-76.5375
14883,1,10,42.2467,-76.4899
14886,8,280,42.521,-76.6681
14895,3,100,42.1108,-77.9419
15003,2,250,40.6005,-80.2105
15005,1,10,40.6416,-80.1985
15012,4,110,40.1588,-79.8122
15015,1,200,40.6372,-80.0811
15017,4,205,40.3472,-80.1153
15044,5,311,40.6252,-79.9443
15057,1,50,40.3697,-80.2562
15065,1,10,40.6421,-79.7273
15068,6,135,40.5616,-79.7129
15071,1,100,40.4033,-80.1842
15085,1,25,40.3857,-79.7223
15090,7,315,40.611999999999995,-80.0649
15101,1,10,40.57,-79.9665
15102,4,140,40.321,-80.0398
15103,1,100,,
15106,2,14,40.4029,-80.0915
15108,4,165,40.5,-80.1996
15112,2,125,40.4036,-79.8389
15116,5,285,40.5375,-79.9644
15120,5,185,40.3926,-79.9052
15122,1,10,40.3606,-79.9086
15126,1,5,40.4584,-80.2649
15131,1,25,40.336,-79.8002
15132,2,45,40.3417,-79.8452
15136,1,25,40.4717,-80.0876
15137,1,25,40.3762,-79.8124
15139,2,35,40.5196,-79.8369
15143,9,814,40.556999999999995,-80.1578
15144,1,10,40.544000000000004,-79.7844
15145,2,35,40.4114,-79.822
15146,5,195,40.429,-79.7623
15201,10,505,40.4752,-79.9528
15202,7,310,40.5053,-80.0685
15203,3,145,40.4254,-79.9799
15205,4,170,40.4322,-80.1021
15206,23,1007,40.4723,-79.9132
15207,2,45,40.4003,-79.9338
15208,8,460,40.4532,-79.8995
15209,2,125,40.4999,-79.9739
15210,2,150,40.4072,-79.9839
15211,2,125,40.4295,-80.0144
15212,8,240,40.4282,-80.075
15213,9,381,40.444,-79.9552
15214,1,100,40.4865,-80.014
15215,4,385,40.5048,-79.9138
15216,7,1774,40.4001,-80.0462
15217,59,4406,40.4308,-79.9205
15218,16,2925,40.4237,-79.89
15219,2,150,40.4423,-79.983
15220,2,50,40.4181,-80.0526
15221,18,956,40.4346,-79.8655
15222,7,1495,40.4477,-79.9933
15224,9,435,40.4642,-79.9448
15226,1,10,40.4001,-80.0161
15227,4,75,40.3805,-79.9667
15228,9,455,40.3696,-80.0439
15232,23,1065,40.4525,-79.9319
15233,2,125,40.4608,-80.0348
15234,4,460,40.3688,-80.0224
15235,4,75,40.4598,-79.8224
15236,5,220,40.3351,-79.9832
15237,12,1020,40.5488,-80.0474
15238,7,335,40.5346,-79.8805
15239,4,185,40.4837,-79.7381
15241,7,505,40.3323,-80.081
15243,3,135,40.3748,-80.0731
15317,7,320,40.2706,-80.1668
15344,1,25,39.9334,-80.0503
15367,4,170,40.2755,-80.0598
15370,1,25,39.8917,-80.1795
15401,2,80,39.8897,-79.7282
15417,1,10,39.9216,-79.6905
15455,1,5,39.9985,-79.6435
15537,2,200,40.0098,-78.3713
15601,6,205,40.3074,-79.5424
15642,4,220,40.3191,-79.7205
15644,6,265,40.3295,-79.6144
15656,2,45,40.6344,-79.6201
15668,3,75,40.4467,-79.6842
15675,6,151,40.3301,-79.6413
15687,1,25,40.1386,-79.3445
15690,2,15,40.6418,-79.5399
15697,1,5000,40.2395,-79.5823
15701,5,50,40.6196,-79.1596
15742,1,50,40.8508,-78.8555
15745,2,15,40.6207,-78.9186
15748,1,25,40.5245,-79.0843
15801,3,65,41.126000000000005,-78.7527
15857,3,70,41.4289,-78.5505
15904,1,25,40.285,-78.8654
15905,4,145,40.3072,-78.943
15928,1,10,40.2245,-78.9363
15946,1,25,40.3724,-78.6328
16001,1,50,40.8859,-79.934
16002,1,10,40.8409,-79.8592
16046,2,60,40.7005,-80.0358
16057,1,50,41.0454,-80.0468
16063,1,100,40.7609,-80.1094
16066,3,110,40.7097,-80.1046
16101,1,10,40.9922,-80.3284
16102,1,10,40.9677,-80.3907
16105,1,10,41.0241,-80.3454
16115,1,25,40.7968,-80.4556
16117,1,25,40.8729,-80.2559
16123,1,10,40.8125,-80.2073
16127,3,135,41.1607,-80.0841
16134,1,25,41.4566,-80.4492
16142,1,5,41.1382,-80.3245
16146,1,10,41.2316,-80.4993
16161,1,100,41.2003,-80.5027
16218,1,25,40.923,-79.5946
16240,2,50,40.9906,-79.2617
16323,1,50,41.4048,-79.8309
16335,3,285,41.6338,-80.1488
16406,1,10,41.7455,-80.3445
16502,1,10,42.1133,-80.0976
16504,2,120,42.1108,-80.0521
16505,2,60,42.1109,-80.1534
16506,1,25,42.0738,-80.1484
16508,2,50,42.0976,-80.0935
16509,1,10,42.0763,-80.0668
16510,1,10,42.1087,-79.9535
16511,1,50,42.1553,-80.0177
16543,1,20,,
16600,1,250,,
16601,2,50,40.5209,-78.4089
16602,3,80,40.5052,-78.3905
16635,1,5,40.4262,-78.4383
16648,2,55,40.4387,-78.3686
16652,1,10,40.5023,-78.005
16667,1,5,40.1818,-78.4934
16686,1,25,40.6619,-78.2419
16691,1,20,40.101,-78.1403
16701,1,25,41.9547,-78.654
16801,30,2317,40.7925,-77.8523
16802,1,5,40.7997,-77.8623
16803,7,190,40.8082,-77.8926
16804,1,100,40.9722,-77.7602
16823,7,125,40.8978,-77.7732
16827,1,10,40.7793,-77.7822
16841,1,10,41.0203,-77.6702
16865,2,60,40.71,-77.99600000000001
16870,1,5,40.8018,-78.0788
16901,5,165,41.7373,-77.308
16920,1,10,41.9882,-77.3134
16933,1,100,41.8123,-77.0716
17000,1,10,,
17003,1,100,40.3456,-76.5447
17011,6,255,40.2352,-76.9291
17013,1,50,40.2417,-77.1983
17015,4,260,40.1772,-77.2312
17019,1,10,40.0964,-77.0339
17022,1,10,40.1553,-76.6025
17025,1,3,40.2922,-76.9432
17026,1,10,40.4524,-76.4267
17033,2,300,40.2638,-76.6545
17036,2,50,40.2782,-76.7094
17042,5,155,40.3316,-76.3976
17043,3,324,40.2469,-76.9001
17044,1,20,40.5994,-77.5756
17046,1,5,40.3812,-76.4368
17055,8,226,40.179,-77.0036
17057,1,25,40.2041,-76.7331
17061,1,35,40.5587,-76.9305
17062,1,10,40.5505,-77.1298
17070,2,60,40.2151,-76.8689
17074,1,25,40.4827,-77.1659
17078,1,50,40.3011,-76.5886
17102,1,50,40.2728,-76.891
17109,2,35,40.291,-76.8203
17110,6,320,40.303000000000004,-76.8862
17111,4,175,40.2721,-76.8017
17112,1,100,40.3352,-76.7914
17185,1,10,,
17201,3,75,39.9313,-77.6579
17220,1,100,40.1781,-77.7353
17222,1,100,39.9065,-77.531
17225,3,30,39.7818,-77.747
17236,5,200,39.8195,-77.9073
17267,1,50,39.7698,-78.1986
17304,1,50,39.9765,-77.2287
17313,2,60,39.9124,-76.6535
17319,3,40,40.1545,-76.8019
17325,7,310,39.832,-77.2223
17331,8,205,39.7943,-76.9812
17339,1,25,40.1463,-76.87
17349,4,100,39.7423,-76.6841
17353,2,30,39.881,-77.3806
17356,1,250,39.9026,-76.6081
17360,1,25,39.8556,-76.7383
17361,2,75,39.7601,-76.6748
17372,1,100,40.0084,-77.1061
17401,2,20,39.9635,-76.7269
17402,3,70,39.959,-76.6592
17403,5,285,39.9494,-76.71300000000001
17408,2,50,39.9492,-76.8018
17509,1,50,39.904,-76.0401
17512,1,10,40.0391,-76.4862
17522,3,50,40.1756,-76.1821
17527,1,10,40.001999999999995,-75.9978
17538,1,25,40.0892,-76.4156
17543,3,115,40.1846,-76.3015
17545,1,25,40.1702,-76.4168
17551,1,20,39.9982,-76.3566
17552,2,60,40.1083,-76.5103
17554,3,160,40.0427,-76.4277
17555,1,10,40.1252,-75.9756
17557,1,10,40.1005,-76.0801
17584,1,5,39.967,-76.2752
17601,4,200,40.0766,-76.3107
17603,10,230,40.0091,-76.3671
17701,10,295,41.2667,-76.9583
17728,1,50,41.3152,-77.069
17756,2,15,41.2137,-76.7633
17777,4,130,41.102,-76.8532
17815,5,180,41.0115,-76.4384
17824,1,25,40.8639,-76.5569
17837,2,105,40.9702,-76.9099
17844,1,50,40.9218,-77.0505
17859,1,20,41.1016,-76.381
17901,1,50,40.684,-76.2123
17921,1,10,40.7732,-76.343
17963,1,10,40.5671,-76.3269
17967,1,50,40.8559,-76.2349
18014,1,50,40.7551,-75.4086
18015,6,378,40.6002,-75.3805
18017,9,580,40.6622,-75.3903
18018,5,480,40.6278,-75.3928
18020,1,50,40.6693,-75.3349
18036,4,135,40.5076,-75.3888
18040,3,70,40.7449,-75.2217
18042,5,110,40.6516,-75.22399999999999
18045,3,205,40.6957,-75.2865
18049,2,60,40.5293,-75.501
18052,7,205,40.6567,-75.5041
18054,1,5,40.3534,-75.4351
18055,1,50,40.5817,-75.3255
18062,2,100,40.5285,-75.5666
18064,2,35,40.745,-75.3199
18066,1,25,40.6545,-75.7417
18069,2,115,40.6248,-75.5974
18071,1,20,40.817,-75.6011
18078,1,25,40.6819,-75.6239
18092,2,150,40.4734,-75.5261
18101,1,1,40.6026,-75.4691
18102,2,23,40.6068,-75.4781
18103,4,235,40.5891,-75.4645
18104,4,110,40.6018,-75.5225
18109,1,200,40.6366,-75.4405
18201,1,10,40.9488,-75.9563
18202,1,5,40.9506,-76.0487
18229,3,85,40.87,-75.7397
18235,1,2,40.8299,-75.6974
18252,1,10,40.7983,-75.9735
18302,1,20,41.0936,-75.1187
18321,2,225,41.008,-75.2967
18324,1,10,41.1285,-75.0132
18325,3,90,41.2338,-75.2573
18326,2,350,41.1606,-75.2682
18327,1,10,40.9886,-75.1512
18328,1,50,41.24,-74.938
18337,1,100,41.3228,-74.8824
18343,1,10,40.9008,-75.1115
18346,1,5,41.1353,-75.4079
18353,5,165,40.8965,-75.367
18360,5,200,40.9877,-75.2485
18414,2,65,41.5395,-75.7037
18428,1,50,41.4787,-75.1978
18431,1,20,41.5792,-75.2528
18435,1,100,41.4754,-75.0094
18436,1,10,41.4395,-75.4313
18444,1,100,41.3432,-75.5301
18453,2,50,41.7322,-75.3989
18466,2,60,41.1836,-75.3918
18472,1,25,41.5703,-75.4065
18504,1,5,41.4128,-75.6861
18507,1,10,41.3554,-75.6805
18509,1,50,41.4274,-75.6465
18512,1,100,41.435,-75.6103
18610,2,75,41.0485,-75.5343
18612,1,25,41.3494,-75.9834
18615,1,25,41.4667,-75.85600000000001
18618,1,25,41.3592,-76.0451
18655,1,10,41.1513,-76.1081
18657,1,25,41.5664,-75.9757
18702,3,110,41.2208,-75.7736
18704,1,10,41.2742,-75.8903
18706,2,20,41.2044,-75.9113
18708,2,35,41.2998,-75.9711
18829,1,10,41.8434,-76.1796
18901,9,165,40.3054,-75.1489
18902,4,55,40.3477,-75.0968
18914,7,226,40.2892,-75.2149
18929,1,10,40.2566,-75.0961
18934,1,25,40.3494,-75.0676
18938,4,120,40.3556,-74.9839
18940,14,1715,40.263000000000005,-74.9555
18942,2,150,40.4592,-75.157
18944,6,135,40.3765,-75.2648
18947,2,75,40.4262,-75.1074
18951,3,125,40.4411,-75.3507
18953,1,5,40.3286,-75.1028
18964,3,160,40.2884,-75.34100000000001
18966,1,10,40.1868,-75.0071
18974,5,285,40.2067,-75.0905
18976,2,35,40.2464,-75.1354
18977,1,10,40.2849,-74.8778
19001,8,345,40.1238,-75.1148
19002,22,1501,40.1809,-75.2156
19003,12,316,40.001999999999995,-75.2966
19004,12,880,40.0118,-75.2342
19006,2,125,40.1284,-75.0607
19008,3,30,39.9747,-75.3602
19010,9,395,40.0236,-75.3295
19012,1,10,40.0603,-75.1048
19014,4,60,39.8643,-75.4332
19015,1,5,39.8654,-75.3885
19018,2,35,39.9216,-75.295
19020,3,113,40.1109,-74.9378
19021,1,50,40.0933,-74.8991
19025,1,35,40.1431,-75.1624
19026,8,445,39.9503,-75.304
19027,9,405,40.075,-75.1315
19030,3,40,40.1748,-74.8519
19031,4,200,40.1068,-75.2115
19032,4,140,39.8905,-75.2821
19034,1,10,40.1386,-75.2022
19035,3,43,40.0451,-75.2821
19036,3,40,39.9048,-75.2946
19038,10,290,40.1096,-75.155
19040,2,200,40.1785,-75.1072
19041,8,1260,40.0097,-75.3121
19043,2,184,39.9003,-75.3087
19044,1,10,40.1821,-75.1479
19046,9,230,40.098,-75.1078
19047,4,105,40.1813,-74.9104
19050,4,222,39.9375,-75.2637
19053,4,95,40.1547,-74.9904
19055,3,85,40.1483,-74.8371
19056,2,35,40.1519,-74.8826
19060,1,100,39.852,-75.5007
19063,14,810,39.9188,-75.3991
19064,8,243,39.9296,-75.3338
19066,5,160,40.003,-75.2503
19067,5,190,40.2084,-74.8291
19072,11,1585,40.0177,-75.2594
19073,5,115,39.9863,-75.407
19075,3,160,40.1132,-75.1868
19076,3,60,39.8857,-75.3082
19081,15,1870,39.8967,-75.3474
19083,12,240,39.9774,-75.3106
19085,1,100,40.0399,-75.3459
19086,10,684,39.8871,-75.3721
19087,16,810,40.0612,-75.3999
19090,2,105,40.1567,-75.1269
19095,2,15,40.0867,-75.1524
19096,12,1290,40.0,-75.27600000000001
19101,4,145,40.0018,-75.1179
19102,8,560,39.9489,-75.1661
19103,26,4475,39.9513,-75.1741
19104,19,601,39.9597,-75.2024
19106,10,875,39.9474,-75.1473
19107,9,425,39.9487,-75.1593
19111,5,210,40.0596,-75.0818
19114,1,100,40.0634,-74.999
19115,2,110,40.0903,-75.041
19116,3,120,40.1166,-75.0198
19118,12,445,40.0723,-75.2034
19119,21,1520,40.0547,-75.1866
19120,1,10,40.0343,-75.1213
19121,1,5,39.9811,-75.17399999999999
19122,8,1250,39.978,-75.1459
19123,8,255,39.966,-75.15100000000001
19125,16,871,39.9788,-75.1262
19126,2,35,40.0568,-75.1379
19127,3,55,40.0275,-75.2242
19128,18,1160,40.0402,-75.2231
19129,6,515,40.0118,-75.1861
19130,19,920,39.9677,-75.1735
19135,1,10,40.0247,-75.0518
19136,4,401,40.0422,-75.0244
19137,1,10,40.0008,-75.0727
19139,5,180,39.9612,-75.2303
19141,1,25,40.0365,-75.1451
19143,36,2070,39.9448,-75.2288
19144,7,435,40.0338,-75.1731
19145,6,60,39.9227,-75.1812
19146,24,918,39.9379,-75.1794
19147,35,1867,39.9362,-75.1563
19148,8,270,39.9207,-75.1595
19151,4,175,39.9772,-75.2545
19152,1,10,40.0606,-75.0471
19301,1,10,40.0426,-75.4827
19311,1,100,39.8219,-75.7687
19312,3,95,40.0412,-75.4475
19317,4,115,39.8648,-75.5885
19320,7,630,39.9843,-75.8253
19330,1,100,39.8757,-75.9214
19333,3,135,40.0452,-75.4227
19335,13,568,40.0161,-75.7183
19341,10,450,40.0468,-75.6432
19342,1,100,39.9015,-75.5049
19344,1,10,40.0832,-75.8843
19348,6,460,39.855,-75.7
19350,1,25,39.7696,-75.7807
19352,2,75,39.7787,-75.8876
19355,4,113,40.0468,-75.531
19363,1,25,39.7827,-75.9815
19380,6,195,39.9845,-75.5962
19382,17,2150,39.9441,-75.5882
19401,1,25,40.1245,-75.3304
19403,8,130,40.1496,-75.3796
19406,12,600,40.0956,-75.3737
19422,9,428,40.1576,-75.2799
19426,9,385,40.1913,-75.4373
19428,10,1171,40.0825,-75.3044
19430,1,100,40.1851,-75.42
19438,2,35,40.2659,-75.3883
19440,4,150,40.2778,-75.2975
19444,2,100,40.0896,-75.2601
19446,9,600,40.2378,-75.2955
19454,6,100,40.2166,-75.2565
19460,14,585,40.1267,-75.5272
19462,2,75,40.1077,-75.2796
19464,5,105,40.2635,-75.6172
19465,4,57,40.1919,-75.6653
19468,3,40,40.2075,-75.5329
19473,1,50,40.2471,-75.4602
19475,1,5,40.1765,-75.5697
19481,1,100,40.0923,-75.4537
19508,2,55,40.2563,-75.8344
19510,1,25,40.4435,-75.8837
19512,1,25,40.3339,-75.6604
19518,2,35,40.2709,-75.7397
19522,1,10,40.4473,-75.8185
19525,1,10,40.3059,-75.5953
19526,1,35,40.5488,-75.9874
19530,3,360,40.5214,-75.7774
19539,1,10,40.4992,-75.6872
19544,1,25,40.4187,-76.2944
19551,1,100,40.3553,-76.1366
19565,1,50,40.3293,-76.0901
19602,2,125,40.3306,-75.9192
19604,2,75,40.3507,-75.9143
19605,1,10,40.3886,-75.9328
19606,4,145,40.3351,-75.875
19607,5,105,40.2995,-75.9876
19608,1,10,40.3113,-76.0345
19610,3,150,40.338,-75.97800000000001
19611,1,50,40.325,-75.9442
19696,2,200,,
19701,4,130,39.6102,-75.6747
19702,7,395,39.6349,-75.6993
19703,1,50,39.8044,-75.4649
19707,7,240,39.775999999999996,-75.6889
19709,2,70,39.4815,-75.6832
19711,11,895,39.7011,-75.7375
19713,1,25,39.6699,-75.7151
19720,3,125,39.5929,-75.6515
19734,2,13,39.3819,-75.6834
19801,4,400,39.7378,-75.5497
19802,4,275,39.7564,-75.53399999999999
19803,8,195,39.7994,-75.5317
19804,1,25,39.7168,-75.6184
19805,3,1125,39.7434,-75.5827
19806,6,810,39.7571,-75.5635
19808,1,5,39.7359,-75.6647
19809,4,646,39.7647,-75.5069
19810,8,320,39.8188,-75.5064
19901,2,45,39.1564,-75.4955
19904,3,115,39.1605,-75.5974
19934,3,250,39.0991,-75.5966
19940,1,20,38.477,-75.5759
19943,2,50,39.0225,-75.5829
19945,1,100,38.5177,-75.2006
19952,1,10,38.924,-75.5843
19953,1,30,39.1542,-75.6935
19956,1,10,38.5537,-75.5631
19958,9,640,38.7381,-75.1747
19963,4,525,38.9218,-75.4299
19966,1,50,38.6595,-75.2464
19968,2,60,38.7687,-75.2953
19971,6,150,38.6298,-75.32
