zip,dollars,timestamp,date,city,state,latitude,longitude
02143,25,"",6/7/14,Somerville,MA,42.3829,-71.1028
02143,25,"",6/4/14,Somerville,MA,42.3829,-71.1028
02144,25,"",7/4/14,Somerville,MA,42.4003,-71.1221
02143,25,"",7/19/14,Somerville,MA,42.3829,-71.1028
02144,25,"",5/5/14,Somerville,MA,42.4003,-71.1221
02143,25,"",6/13/14,Somerville,MA,42.3829,-71.1028
02143,25,"",7/4/14,Somerville,MA,42.3829,-71.1028
02145,25,"",6/13/14,Somerville,MA,42.3907,-71.0929
02143,25,"",7/4/14,Somerville,MA,42.3829,-71.1028
02143,25,"",7/3/14,Somerville,MA,42.3829,-71.1028
02145,25,"",7/5/14,Somerville,MA,42.3907,-71.0929
02143,25,"",7/4/14,Somerville,MA,42.3829,-71.1028
02144,25,"",7/5/14,Somerville,MA,42.4003,-71.1221
02143,25,"",7/4/14,Somerville,MA,42.3829,-71.1028
02144,25,"",7/5/14,Somerville,MA,42.4003,-71.1221
02143,25,"",7/3/14,Somerville,MA,42.3829,-71.1028
02144,25,"",7/4/14,Somerville,MA,42.4003,-71.1221
02143,25,"",7/3/14,Somerville,MA,42.3829,-71.1028
02143,25,"",7/4/14,Somerville,MA,42.3829,-71.1028
02143,25,"",7/4/14,Somerville,MA,42.3829,-71.1028
02143,25,"",7/4/14,Somerville,MA,42.3829,-71.1028
02143,25,"",7/5/14,Somerville,MA,42.3829,-71.1028
02144,25,"",7/4/14,Somerville,MA,42.4003,-71.1221
02144,25,"",7/4/14,Somerville,MA,42.4003,-71.1221
02145,25,"",7/4/14,Somerville,MA,42.3907,-71.0929
02143,25,"",7/4/14,Somerville,MA,42.3829,-71.1028
02143,25,"",5/14/14,Somerville,MA,42.3829,-71.1028
02143,25,"",7/3/14,Somerville,MA,42.3829,-71.1028
02144,25,"",7/5/14,Somerville,MA,42.4003,-71.1221
02144,25,"",5/1/14,Somerville,MA,42.4003,-71.1221
02144,25,"",5/1/14,Somerville,MA,42.4003,-71.1221
02143,24,"",5/2/14,Somerville,MA,42.3829,-71.1028
02143,24,"",6/10/14,Somerville,MA,42.3829,-71.1028
02143,24,"",5/10/14,Somerville,MA,42.3829,-71.1028
02144,20,"",9/5/14,Somerville,MA,42.4003,-71.1221
02144,20,"",6/5/14,Somerville,MA,42.4003,-71.1221
02144,20,"",6/24/14,Somerville,MA,42.4003,-71.1221
02144,20,"",6/27/14,Somerville,MA,42.4003,-71.1221
02144,20,"",5/10/14,Somerville,MA,42.4003,-71.1221
02145,20,"",6/27/14,Somerville,MA,42.3907,-71.0929
02143,20,"",6/20/14,Somerville,MA,42.3829,-71.1028
02143,20,"",6/30/14,Somerville,MA,42.3829,-71.1028
02143,20,"",6/14/14,Somerville,MA,42.3829,-71.1028
02144,20,"",6/4/14,Somerville,MA,42.4003,-71.1221
02145,20,"",6/7/14,Somerville,MA,42.3907,-71.0929
02144,20,"",6/12/14,Somerville,MA,42.4003,-71.1221
02145,20,"",5/26/14,Somerville,MA,42.3907,-71.0929
02143,20,"",5/9/14,Somerville,MA,42.3829,-71.1028
02144,20,"",6/24/14,Somerville,MA,42.4003,-71.1221
02144,20,"",5/11/14,Somerville,MA,42.4003,-71.1221
02144,20,"",6/19/14,Somerville,MA,42.4003,-71.1221
02143,20,"",5/1/14,Somerville,MA,42.3829,-71.1028
02143,20,"",5/2/14,Somerville,MA,42.3829,-71.1028
02144,20,"",5/2/14,Somerville,MA,42.4003,-71.1221
02143,20,"",5/1/14,Somerville,MA,42.3829,-71.1028
02144,18,"",7/1/14,Somerville,MA,42.4003,-71.1221
02144,15,"",5/9/14,Somerville,MA,42.4003,-71.1221
02144,15,"",6/13/14,Somerville,MA,42.4003,-71.1221
02145,14,"",6/4/14,Somerville,MA,42.3907,-71.0929
02143,10,"",6/29/14,Somerville,MA,42.3829,-71.1028
02145,10,"",6/11/14,Somerville,MA,42.3907,-71.0929
02144,10,"",5/13/14,Somerville,MA,42.4003,-71.1221
02145,10,"",7/4/14,Somerville,MA,42.3907,-71.0929
02143,10,"",7/5/14,Somerville,MA,42.3829,-71.1028
02143,10,"",6/27/14,Somerville,MA,42.3829,-71.1028
02143,10,"",7/3/14,Somerville,MA,42.3829,-71.1028
02144,10,"",7/4/14,Somerville,MA,42.4003,-71.1221
02143,10,"",6/24/14,Somerville,MA,42.3829,-71.1028
02143,10,"",7/4/14,Somerville,MA,42.3829,-71.1028
02145,10,"",7/5/14,Somerville,MA,42.3907,-71.0929
02144,10,"",7/4/14,Somerville,MA,42.4003,-71.1221
02144,10,"",7/4/14,Somerville,MA,42.4003,-71.1221
02143,10,"",6/27/14,Somerville,MA,42.3829,-71.1028
02144,10,"",7/5/14,Somerville,MA,42.4003,-71.1221
02143,10,"",7/5/14,Somerville,MA,42.3829,-71.1028
02143,10,"",6/5/14,Somerville,MA,42.3829,-71.1028
02144,10,"",7/3/14,Somerville,MA,42.4003,-71.1221
02145,10,"",6/6/14,Somerville,MA,42.3907,-71.0929
02144,10,"",7/4/14,Somerville,MA,42.4003,-71.1221
02143,10,"",6/21/14,Somerville,MA,42.3829,-71.1028
02143,10,"",7/5/14,Somerville,MA,42.3829,-71.1028
02143,10,"",7/12/14,Somerville,MA,42.3829,-71.1028
02145,10,"",7/4/14,Somerville,MA,42.3907,-71.0929
02143,10,"",7/4/14,Somerville,MA,42.3829,-71.1028
02145,10,"",6/27/14,Somerville,MA,42.3907,-71.0929
02143,10,"",7/4/14,Somerville,MA,42.3829,-71.1028
02143,10,"",7/5/14,Somerville,MA,42.3829,-71.1028
02143,10,"",7/5/14,Somerville,MA,42.3829,-71.1028
02143,10,"",5/2/14,Somerville,MA,42.3829,-71.1028
02143,10,"",5/2/14,Somerville,MA,42.3829,-71.1028
02144,8,"",7/3/14,Somerville,MA,42.4003,-71.1221
02143,5,"",5/5/14,Somerville,MA,42.3829,-71.1028
02143,5,"",5/11/14,Somerville,MA,42.3829,-71.1028
02145,3,"",7/4/14,Somerville,MA,42.3907,-71.0929
02145,3,"",7/4/14,Somerville,MA,42.3907,-71.0929
02144,1,"",6/9/14,Somerville,MA,42.4003,-71.1221
02145,1,"",6/20/14,Somerville,MA,42.3907,-71.0929
02144,100,"",5/2/14,"Somerville, MA",MA,42.4003,-71.1221
02143,25,"",6/29/14,"Somerville, MA",MA,42.3829,-71.1028
02127,250,"",9/5/14,South Boston,MA,42.3347,-71.0375
01373,10,"",7/7/14,South Deerfield,MA,42.4756,-72.6153
01373,10,"",7/5/14,South Deerfield,MA,42.4756,-72.6153
02660,25,"",7/4/14,South Dennis,MA,41.7097,-70.1585
01075,50,"",7/4/14,South Hadley,MA,42.2375,-72.5811
01075,50,"",7/5/14,South Hadley,MA,42.2375,-72.5811
01982,500,"",7/2/14,South Hamilton,MA,42.6185,-70.8561
01982,50,"",7/1/14,South Hamilton,MA,42.6185,-70.8561
01982,10,"",6/30/14,South Hamilton,MA,42.6185,-70.8561
02664,114,"",5/10/14,South Yarmouth,MA,41.6739,-70.1949
02664,50,"",7/4/14,South Yarmouth,MA,41.6739,-70.1949
01772,250,"",7/2/14,Southborough,MA,42.2939,-71.532
01772,100,"",7/4/14,Southborough,MA,42.2939,-71.532
01772,50,"",7/4/14,Southborough,MA,42.2939,-71.532
01772,25,"",10/5/14,Southborough,MA,42.2939,-71.532
01772,25,"",6/11/14,Southborough,MA,42.2939,-71.532
01772,10,"",7/3/14,Southborough,MA,42.2939,-71.532
01772,10,"",6/6/14,Southborough,MA,42.2939,-71.532
01077,25,"",6/28/14,Southwick,MA,42.0511,-72.7706
01562,10,"",7/4/14,Spencer,MA,42.2441,-71.9906
01108,50,"",7/5/14,Springfield,MA,42.0853,-72.5584
01108,50,"",7/5/14,Springfield,MA,42.0853,-72.5584
01104,50,"",7/3/14,Springfield,MA,42.1288,-72.5778
01103,20,"",6/18/14,Springfield,MA,42.1029,-72.5887
01108,10,"",7/4/14,Springfield,MA,42.0853,-72.5584
02136,100,"",6/20/14,St Johns,MA,42.254,-71.1261
01564,100,"",7/4/14,Sterling,MA,42.4354,-71.7752
01564,100,"",5/2/14,Sterling,MA,42.4354,-71.7752
01564,50,"",5/14/14,Sterling,MA,42.4354,-71.7752
01564,10,"",7/4/14,Sterling,MA,42.4354,-71.7752
02180,200,"",5/9/14,Stoneham,MA,42.4828,-71.0978
02180,25,"",7/4/14,Stoneham,MA,42.4828,-71.0978
02180,25,"",6/27/14,Stoneham,MA,42.4828,-71.0978
02180,25,"",5/12/14,Stoneham,MA,42.4828,-71.0978
02180,25,"",6/22/14,Stoneham,MA,42.4828,-71.0978
02180,10,"",6/12/14,Stoneham,MA,42.4828,-71.0978
02072,100,"",6/20/14,Stoughton,MA,42.1253,-71.1074
02072,50,"",6/11/14,Stoughton,MA,42.1253,-71.1074
02072,50,"",7/4/14,Stoughton,MA,42.1253,-71.1074
02072,31,"",7/4/14,Stoughton,MA,42.1253,-71.1074
02072,20,"",6/27/14,Stoughton,MA,42.1253,-71.1074
02072,20,"",6/26/14,Stoughton,MA,42.1253,-71.1074
02072,10,"",7/4/14,Stoughton,MA,42.1253,-71.1074
02072,10,"",5/11/14,Stoughton,MA,42.1253,-71.1074
01775,250,"",7/4/14,Stow,MA,42.4308,-71.515
01775,100,"",6/12/14,Stow,MA,42.4308,-71.515
01775,100,"",5/12/14,Stow,MA,42.4308,-71.515
01775,50,"",6/29/14,Stow,MA,42.4308,-71.515
01775,50,"",7/4/14,Stow,MA,42.4308,-71.515
01775,50,"",5/8/14,Stow,MA,42.4308,-71.515
01775,50,"",5/5/14,Stow,MA,42.4308,-71.515
01775,50,"",6/27/14,stow,MA,42.4308,-71.515
01775,50,"",7/3/14,stow,MA,42.4308,-71.515
01775,50,"",5/1/14,stow,MA,42.4308,-71.515
01775,32,"",6/22/14,stow,MA,42.4308,-71.515
01775,25,"",7/4/14,Stow,MA,42.4308,-71.515
01775,25,"",5/24/14,Stow,MA,42.4308,-71.515
01775,25,"",7/4/14,Stow,MA,42.4308,-71.515
01775,250,"",7/28/14,Stow,MA,42.4308,-71.515
01518,100,"",7/1/14,Sturbridge,MA,42.1228,-72.1178
01518,10,"",6/7/14,Sturbridge,MA,42.1228,-72.1178
01776,1000,"",7/4/14,Sudbury,MA,42.3837,-71.4282
01776,250,"",7/4/14,Sudbury,MA,42.3837,-71.4282
01776,100,"",7/7/14,Sudbury,MA,42.3837,-71.4282
01776,100,"",7/1/14,Sudbury,MA,42.3837,-71.4282
01776,100,"",7/2/14,Sudbury,MA,42.3837,-71.4282
01776,50,"",7/29/14,Sudbury,MA,42.3837,-71.4282
01776,50,"",7/8/14,Sudbury,MA,42.3837,-71.4282
01776,50,"",5/6/14,Sudbury,MA,42.3837,-71.4282
01776,50,"",6/12/14,Sudbury,MA,42.3837,-71.4282
01776,50,"",7/4/14,Sudbury,MA,42.3837,-71.4282
01776,25,"",6/21/14,Sudbury,MA,42.3837,-71.4282
01776,25,"",7/2/14,Sudbury,MA,42.3837,-71.4282
01776,5,"",7/5/14,Sudbury,MA,42.3837,-71.4282
01590,100,"",7/5/14,Sutton,MA,42.1266,-71.7552
01590,10,"",7/1/14,Sutton,MA,42.1266,-71.7552
01907,100,"",6/29/14,Swampscott,MA,42.4746,-70.9098
01907,10,"",7/5/14,Swampscott,MA,42.4746,-70.9098
02777,100,"",5/21/14,Swansea,MA,41.7473,-71.2122
02777,50,"",6/4/14,Swansea,MA,41.7473,-71.2122
02780,25,"",5/5/14,Taunton,MA,41.905,-71.1026
02780,10,"",7/3/14,Taunton,MA,41.905,-71.1026
01468,50,"",10/5/14,Templeton,MA,42.546,-72.065
01876,50,"",5/7/14,Tewksbury,MA,42.6028,-71.2232
01876,25,"",7/4/14,Tewksbury,MA,42.6028,-71.2232
01983,100,"",6/29/14,Topsfield,MA,42.6415,-70.9488
01469,25,"",7/4/14,Townsend,MA,42.6525,-71.6896
02666,100,"",7/5/14,Truro,MA,41.9988,-70.0564
02666,25,"",7/29/14,Truro,MA,41.9988,-70.0564
01376,100,"",5/15/14,Turners Falls,MA,42.5954,-72.5557
01879,5,"",12/5/14,Tyngsboro,MA,42.6724,-71.4158
01879,5,"",12/6/14,Tyngsboro,MA,42.6724,-71.4158
01568,100,"",5/13/14,Upton,MA,42.1756,-71.6032
01568,50,"",7/1/14,Upton,MA,42.1756,-71.6032
01568,30,"",6/22/14,Upton,MA,42.1756,-71.6032
01718,50,"",6/14/14,Village Of Nagog Woods,MA,42.5198,-71.4293
02568,500,"",5/10/14,Vineyard Haven,MA,41.45,-70.5937
02568,50,"",6/4/14,Vineyard Haven,MA,41.45,-70.5937
02568,35,"",5/9/14,Vineyard Haven,MA,41.45,-70.5937
02568,25,"",6/23/14,Vineyard Haven,MA,41.45,-70.5937
02568,25,"",5/8/14,Vineyard Haven,MA,41.45,-70.5937
02568,25,"",7/3/14,Vineyard Haven,MA,41.45,-70.5937
02568,15,"",7/4/14,Vineyard Haven,MA,41.45,-70.5937
02568,10,"",7/4/14,Vineyard Haven,MA,41.45,-70.5937
02468,250,"",6/30/14,Waban,MA,42.3271,-71.2315
02468,250,"",7/4/14,Waban,MA,42.3271,-71.2315
02468,100,"",5/10/14,Waban,MA,42.3271,-71.2315
02468,100,"",7/3/14,Waban,MA,42.3271,-71.2315
02468,50,"",12/5/14,Waban,MA,42.3271,-71.2315
02468,50,"",6/11/14,Waban,MA,42.3271,-71.2315
02468,50,"",6/29/14,Waban,MA,42.3271,-71.2315
02468,50,"",7/2/14,Waban,MA,42.3271,-71.2315
02468,25,"",7/3/14,Waban,MA,42.3271,-71.2315
02468,25,"",7/4/14,Waban,MA,42.3271,-71.2315
02468,25,"",7/4/14,Waban,MA,42.3271,-71.2315
02468,25,"",7/4/14,Waban,MA,42.3271,-71.2315
02468,10,"",7/4/14,Waban,MA,42.3271,-71.2315
01880,250,"",7/3/14,Wakefield,MA,42.5009,-71.0685
01880,100,"",7/4/14,Wakefield,MA,42.5009,-71.0685
01880,50,"",5/7/14,Wakefield,MA,42.5009,-71.0685
01880,50,"",7/5/14,Wakefield,MA,42.5009,-71.0685
01880,50,"",7/1/14,Wakefield,MA,42.5009,-71.0685
01880,50,"",7/1/14,Wakefield,MA,42.5009,-71.0685
01880,25,"",7/5/14,Wakefield,MA,42.5009,-71.0685
01880,25,"",6/29/14,Wakefield,MA,42.5009,-71.0685
01880,25,"",7/1/14,Wakefield,MA,42.5009,-71.0685
01880,25,"",7/3/14,Wakefield,MA,42.5009,-71.0685
02081,50,"",7/5/14,Walpole,MA,42.1444,-71.2544
02451,200,"",5/25/14,Waltham,MA,42.3986,-71.245
02451,200,"",7/4/14,Waltham,MA,42.3986,-71.245
02451,125,"",7/4/14,Waltham,MA,42.3986,-71.245
02451,101,"",6/4/14,Waltham,MA,42.3986,-71.245
02451,100,"",9/5/14,Waltham,MA,42.3986,-71.245
02451,100,"",5/7/14,Waltham,MA,42.3986,-71.245
02451,100,"",7/2/14,Waltham,MA,42.3986,-71.245
02453,100,"",7/4/14,Waltham,MA,42.3654,-71.2316
02452,100,"",7/2/14,Waltham,MA,42.3943,-71.218
02451,100,"",7/4/14,Waltham,MA,42.3986,-71.245
02451,100,"",5/1/14,Waltham,MA,42.3986,-71.245
02453,100,"",5/2/14,Waltham,MA,42.3654,-71.2316
02453,50,"",5/6/14,Waltham,MA,42.3654,-71.2316
02453,50,"",7/2/14,Waltham,MA,42.3654,-71.2316
02453,50,"",5/7/14,Waltham,MA,42.3654,-71.2316
02451,50,"",6/12/14,Waltham,MA,42.3986,-71.245
02453,50,"",7/5/14,Waltham,MA,42.3654,-71.2316
02451,50,"",7/2/14,Waltham,MA,42.3986,-71.245
02452,25,"",7/3/14,Waltham,MA,42.3943,-71.218
02451,25,"",7/5/14,Waltham,MA,42.3986,-71.245
02451,25,"",6/23/14,Waltham,MA,42.3986,-71.245
02452,25,"",6/7/14,Waltham,MA,42.3943,-71.218
02453,25,"",5/8/14,Waltham,MA,42.3654,-71.2316
02453,25,"",6/19/14,Waltham,MA,42.3654,-71.2316
02452,25,"",6/10/14,Waltham,MA,42.3943,-71.218
02453,25,"",7/4/14,Waltham,MA,42.3654,-71.2316
02452,20,"",5/9/14,Waltham,MA,42.3943,-71.218
02453,20,"",6/4/14,Waltham,MA,42.3654,-71.2316
02453,20,"",5/2/14,Waltham,MA,42.3654,-71.2316
02451,10,"",5/20/20,Waltham,MA,42.3986,-71.245
02451,10,"",6/20/20,Waltham,MA,42.3986,-71.245
02451,10,"",7/20/20,Waltham,MA,42.3986,-71.245
02453,10,"",7/4/14,Waltham,MA,42.3654,-71.2316
02452,10,"",7/4/14,Waltham,MA,42.3943,-71.218
02453,10,"",7/4/14,Waltham,MA,42.3654,-71.2316
02453,10,"",7/4/14,Waltham,MA,42.3654,-71.2316
02452,10,"",7/4/14,Waltham,MA,42.3943,-71.218
02451,10,"",5/1/14,Waltham,MA,42.3986,-71.245
02451,5,"",7/4/14,Waltham,MA,42.3986,-71.245
02453,5,"",7/4/14,Waltham,MA,42.3654,-71.2316
02453,3,"",7/4/14,Waltham,MA,42.3654,-71.2316
02452,0,"",7/4/14,Waltham,MA,42.3943,-71.218
01082,50,"",6/25/14,Ware,MA,42.2618,-72.2583
01082,50,"",7/4/14,Ware,MA,42.2618,-72.2583
01082,25,"",6/30/14,Ware,MA,42.2618,-72.2583
02472,1000,"",7/5/14,Watertown,MA,42.37,-71.1773
02472,250,"",7/2/14,Watertown,MA,42.37,-71.1773
02472,220,"",5/1/14,Watertown,MA,42.37,-71.1773
02472,200,"",6/27/14,Watertown,MA,42.37,-71.1773
02472,100,"",6/12/14,Watertown,MA,42.37,-71.1773
02472,100,"",6/26/14,Watertown,MA,42.37,-71.1773
02472,100,"",6/21/14,Watertown,MA,42.37,-71.1773
02472,50,"",7/4/14,Watertown,MA,42.37,-71.1773
02472,50,"",7/3/14,Watertown,MA,42.37,-71.1773
02472,50,"",7/2/14,Watertown,MA,42.37,-71.1773
02472,50,"",7/4/14,Watertown,MA,42.37,-71.1773
02472,50,"",6/10/14,Watertown,MA,42.37,-71.1773
02472,50,"",7/4/14,Watertown,MA,42.37,-71.1773
02472,50,"",7/2/14,Watertown,MA,42.37,-71.1773
02472,50,"",7/2/14,Watertown,MA,42.37,-71.1773
02472,50,"",7/5/14,Watertown,MA,42.37,-71.1773
02472,30,"",7/2/14,Watertown,MA,42.37,-71.1773
02472,30,"",5/1/14,Watertown,MA,42.37,-71.1773
02472,25,"",5/25/20,Watertown,MA,42.37,-71.1773
02472,25,"",7/4/14,Watertown,MA,42.37,-71.1773
02472,25,"",7/4/14,Watertown,MA,42.37,-71.1773
02472,25,"",7/3/14,Watertown,MA,42.37,-71.1773
02472,25,"",7/4/14,Watertown,MA,42.37,-71.1773
02472,20,"",5/6/14,Watertown,MA,42.37,-71.1773
02472,20,"",5/7/14,Watertown,MA,42.37,-71.1773
02472,20,"",7/4/14,Watertown,MA,42.37,-71.1773
02472,20,"",6/24/14,Watertown,MA,42.37,-71.1773
02472,10,"",7/5/14,Watertown,MA,42.37,-71.1773
02472,10,"",7/5/14,Watertown,MA,42.37,-71.1773
02472,10,"",7/4/14,Watertown,MA,42.37,-71.1773
02472,10,"",7/4/14,Watertown,MA,42.37,-71.1773
02472,10,"",5/6/14,Watertown,MA,42.37,-71.1773
02472,10,"",7/4/14,Watertown,MA,42.37,-71.1773
02472,10,"",7/4/14,Watertown,MA,42.37,-71.1773
02472,5,"",6/13/14,Watertown,MA,42.37,-71.1773
02472,5,"",7/5/14,Watertown,MA,42.37,-71.1773
01778,500,"",5/10/14,Wayland,MA,42.3486,-71.3588
01778,100,"",7/4/14,Wayland,MA,42.3486,-71.3588
01778,25,"",7/5/14,Wayland,MA,42.3486,-71.3588
01778,25,"",7/4/14,Wayland,MA,42.3486,-71.3588
01778,10,"",7/4/14,Wayland,MA,42.3486,-71.3588
01778,10,"",7/5/14,Wayland,MA,42.3486,-71.3588
01778,50,"",7/4/14,"wayland,mass",MA,42.3486,-71.3588
01570,50,"",6/13/14,Webster,MA,42.0521,-71.8486
02482,250,"",7/2/14,Wellesley,MA,42.2945,-71.2992
02482,250,"",7/4/14,Wellesley,MA,42.2945,-71.2992
02482,100,"",7/2/14,Wellesley,MA,42.2945,-71.2992
02482,100,"",6/21/14,Wellesley,MA,42.2945,-71.2992
02482,100,"",5/3/14,Wellesley,MA,42.2945,-71.2992
02482,50,"",7/5/14,Wellesley,MA,42.2945,-71.2992
02482,25,"",5/9/14,Wellesley,MA,42.2945,-71.2992
02481,20,"",6/20/14,Wellesley,MA,42.3106,-71.2747
02481,10000,"",6/29/14,Wellesley Hills,MA,42.3106,-71.2747
02481,1000,"",6/21/14,Wellesley Hills,MA,42.3106,-71.2747
02481,500,"",7/17/10,Wellesley Hills,MA,42.3106,-71.2747
02481,200,"",7/5/14,Wellesley Hills,MA,42.3106,-71.2747
02481,50,"",6/27/14,Wellesley Hills,MA,42.3106,-71.2747
02481,50,"",5/10/14,Wellesley Hills,MA,42.3106,-71.2747
02481,50,"",7/2/14,Wellesley Hills,MA,42.3106,-71.2747
02481,25,"",7/4/14,Wellesley Hills,MA,42.3106,-71.2747
02481,16,"",7/5/14,Wellesley Hills,MA,42.3106,-71.2747
02481,10,"",7/4/14,Wellesley Hills,MA,42.3106,-71.2747
02667,100,"",6/13/14,Wellfleet,MA,41.9289,-70.0186
02667,100,"",6/21/14,Wellfleet,MA,41.9289,-70.0186
02667,100,"",7/4/14,Wellfleet,MA,41.9289,-70.0186
02662,50,"",7/21/14,Wellfleet,MA,41.7567,-69.9841
02667,25,"",5/15/20,Wellfleet,MA,41.9289,-70.0186
02667,25,"",7/4/14,Wellfleet,MA,41.9289,-70.0186
02667,25,"",7/5/14,Wellfleet,MA,41.9289,-70.0186
02667,10,"",7/23/14,Wellfleet,MA,41.9289,-70.0186
01379,10,"",5/1/14,Wendell,MA,42.5656,-72.4009
02668,25,"",7/4/14,West Barnstable,MA,41.7002,-70.372
02668,10,"",7/2/14,West Barnstable,MA,41.7002,-70.372
01583,100,"",7/4/14,West Boylston,MA,42.3584,-71.7838
02379,25,"",6/5/14,West Bridgewater,MA,42.0255,-71.0161
02379,20,"",6/9/14,West Bridgewater,MA,42.0255,-71.0161
02379,10,"",7/4/14,West Bridgewater,MA,42.0255,-71.0161
01585,5,"",5/10/14,West Brookfield,MA,42.2441,-72.1511
01088,25,"",7/5/14,West Hatfield,MA,42.3906,-72.6469
01985,100,"",5/2/14,West Newbury,MA,42.7949,-70.9778
01985,25,"",7/5/14,West Newbury,MA,42.7949,-70.9778
01985,6,"",7/5/14,West Newbury,MA,42.7949,-70.9778
02465,250,"",5/6/14,West Newton,MA,42.3492,-71.2267
02465,200,"",5/2/14,West Newton,MA,42.3492,-71.2267
02465,150,"",5/7/14,West Newton,MA,42.3492,-71.2267
02465,100,"",6/5/14,West Newton,MA,42.3492,-71.2267
02465,100,"",5/2/14,West Newton,MA,42.3492,-71.2267
02465,50,"",7/4/14,West Newton,MA,42.3492,-71.2267
02465,50,"",6/18/14,West Newton,MA,42.3492,-71.2267
02465,35,"",6/24/14,West Newton,MA,42.3492,-71.2267
02465,25,"",7/4/14,West Newton,MA,42.3492,-71.2267
02465,25,"",7/6/14,West Newton,MA,42.3492,-71.2267
02465,20,"",6/26/14,West Newton,MA,42.3492,-71.2267
02465,10,"",5/13/14,West Newton,MA,42.3492,-71.2267
02132,250,"",10/5/14,West Roxbury,MA,42.2787,-71.1589
02132,250,"",7/4/14,West Roxbury,MA,42.2787,-71.1589
02132,100,"",5/1/14,West Roxbury,MA,42.2787,-71.1589
02132,25,"",7/4/14,West Roxbury,MA,42.2787,-71.1589
02132,25,"",7/4/14,West Roxbury,MA,42.2787,-71.1589
02132,25,"",5/10/14,West Roxbury,MA,42.2787,-71.1589
02132,25,"",7/4/14,West Roxbury,MA,42.2787,-71.1589
02132,20,"",5/13/14,West Roxbury,MA,42.2787,-71.1589
02132,10,"",7/5/14,West Roxbury,MA,42.2787,-71.1589
02132,10,"",5/12/14,West Roxbury,MA,42.2787,-71.1589
02132,10,"",7/5/14,West Roxbury,MA,42.2787,-71.1589
02132,5,"",7/5/14,West Roxbury,MA,42.2787,-71.1589
02575,10,"",6/26/14,West Tisbury,MA,41.4212,-70.6428
01474,50,"",5/14/14,West Townsend,MA,42.6678,-71.7522
01039,25,"",7/4/14,West Whately,MA,42.3818,-72.7032
01039,100,"",7/4/14,"West Whately, MA",MA,42.3818,-72.7032
02673,100,"",5/1/14,West Yarmouth,MA,41.6614,-70.2363
02673,50,"",7/5/14,West Yarmouth,MA,41.6614,-70.2363
02673,25,"",6/23/14,West Yarmouth,MA,41.6614,-70.2363
02673,20,"",5/7/14,West Yarmouth,MA,41.6614,-70.2363
01581,50,"",7/4/14,Westborough,MA,42.2679,-71.6176
01581,50,"",7/4/14,Westborough,MA,42.2679,-71.6176
01581,25,"",7/5/14,Westborough,MA,42.2679,-71.6176
01581,25,"",7/3/14,Westborough,MA,42.2679,-71.6176
01581,25,"",6/8/14,Westborough,MA,42.2679,-71.6176
01581,10,"",7/4/14,Westborough,MA,42.2679,-71.6176
01085,25,"",6/10/14,Westfield,MA,42.1537,-72.7698
01085,25,"",7/5/14,Westfield,MA,42.1537,-72.7698
01085,20,"",5/10/14,Westfield,MA,42.1537,-72.7698
01085,20,"",6/13/14,Westfield,MA,42.1537,-72.7698
01085,10,"",7/4/14,Westfield,MA,42.1537,-72.7698
01085,10,"",6/30/14,Westfield,MA,42.1537,-72.7698
01085,10,"",5/2/14,Westfield,MA,42.1537,-72.7698
01085,10,"",5/1/14,Westfield,MA,42.1537,-72.7698
01886,100,"",7/4/14,Westford,MA,42.5864,-71.4401
01886,50,"",5/16/20,Westford,MA,42.5864,-71.4401
01886,50,"",7/4/14,Westford,MA,42.5864,-71.4401
01886,50,"",7/4/14,Westford,MA,42.5864,-71.4401
01886,25,"",5/8/14,Westford,MA,42.5864,-71.4401
01886,25,"",5/10/14,Westford,MA,42.5864,-71.4401
01886,25,"",7/4/14,Westford,MA,42.5864,-71.4401
01886,20,"",5/1/14,Westford,MA,42.5864,-71.4401
01886,10,"",7/5/14,Westford,MA,42.5864,-71.4401
01027,50,"",5/6/14,Westhampton,MA,42.3683,-72.7688
01473,100,"",10/5/14,Westminster,MA,42.5483,-71.9096
01473,25,"",7/5/14,Westminster,MA,42.5483,-71.9096
01473,25,"",6/29/14,Westminster,MA,42.5483,-71.9096
02493,250,"",7/2/14,Weston,MA,42.3589,-71.3001
02493,250,"",6/27/14,Weston,MA,42.3589,-71.3001
02493,100,"",5/2/14,weston,MA,42.3589,-71.3001
02493,75,"",6/27/14,Weston,MA,42.3589,-71.3001
02493,50,"",7/4/14,Weston,MA,42.3589,-71.3001
02493,50,"",7/4/14,Weston,MA,42.3589,-71.3001
02493,50,"",7/1/14,Weston,MA,42.3589,-71.3001
02493,50,"",7/4/14,Weston,MA,42.3589,-71.3001
02493,50,"",5/4/14,Weston,MA,42.3589,-71.3001
02493,25,"",9/5/14,Weston,MA,42.3589,-71.3001
02493,10,"",7/4/14,Weston,MA,42.3589,-71.3001
02790,50,"",7/4/14,Westport,MA,41.6211,-71.089
02790,50,"",7/5/14,Westport,MA,41.6211,-71.089
02790,50,"",7/3/14,Westport,MA,41.6211,-71.089
02790,25,"",7/4/14,Westport,MA,41.6211,-71.089
02090,100,"",5/2/14,Westwood,MA,42.2148,-71.2104
02090,50,"",10/5/14,Westwood,MA,42.2148,-71.2104
02090,25,"",7/4/14,Westwood,MA,42.2148,-71.2104
02090,25,"",7/2/14,Westwood,MA,42.2148,-71.2104
02090,25,"",5/14/14,Westwood,MA,42.2148,-71.2104
