zip,dollars,timestamp,date,city,state,latitude,longitude
94611,100,"",9/5/14,Oakland,CA,37.8471,-122.2223
94621,100,"",11/5/14,Oakland,CA,37.7589,-122.1853
94601,100,"",9/5/14,Oakland,CA,37.7806,-122.2166
94611,100,"",5/22/20,Oakland,CA,37.8471,-122.2223
94601,100,"",7/1/14,Oakland,CA,37.7806,-122.2166
94618,100,"",6/27/14,Oakland,CA,37.8431,-122.2402
94601,100,"",7/4/14,Oakland,CA,37.7806,-122.2166
94619,100,"",6/8/14,Oakland,CA,37.7878,-122.1884
94611,100,"",6/9/14,Oakland,CA,37.8471,-122.2223
94602,100,"",6/16/14,Oakland,CA,37.8011,-122.2104
94609,100,"",7/5/14,Oakland,CA,37.8361,-122.2637
94611,100,"",7/4/14,Oakland,CA,37.8471,-122.2223
94611,100,"",5/7/14,Oakland,CA,37.8471,-122.2223
94611,100,"",6/27/14,Oakland,CA,37.8471,-122.2223
94607,100,"",7/4/14,Oakland,CA,37.8071,-122.2851
94610,100,"",5/9/14,Oakland,CA,37.8126,-122.2443
94610,100,"",6/4/14,Oakland,CA,37.8126,-122.2443
94618,100,"",5/5/14,Oakland,CA,37.8431,-122.2402
94606,100,"",7/5/14,Oakland,CA,37.7956,-122.2429
94611,100,"",6/4/14,Oakland,CA,37.8471,-122.2223
94607,100,"",5/7/14,Oakland,CA,37.8071,-122.2851
94609,100,"",7/3/14,Oakland,CA,37.8361,-122.2637
94610,100,"",5/28/14,Oakland,CA,37.8126,-122.2443
94610,100,"",6/30/14,Oakland,CA,37.8126,-122.2443
94610,100,"",5/10/14,Oakland,CA,37.8126,-122.2443
94602,100,"",7/4/14,Oakland,CA,37.8011,-122.2104
94618,100,"",7/6/14,Oakland,CA,37.8431,-122.2402
94602,100,"",6/10/14,Oakland,CA,37.8011,-122.2104
94618,100,"",7/4/14,Oakland,CA,37.8431,-122.2402
94602,100,"",7/4/14,Oakland,CA,37.8011,-122.2104
94611,100,"",7/2/14,Oakland,CA,37.8471,-122.2223
94611,100,"",7/3/14,Oakland,CA,37.8471,-122.2223
94611,100,"",7/5/14,Oakland,CA,37.8471,-122.2223
94607,100,"",7/4/14,Oakland,CA,37.8071,-122.2851
94612,100,"",6/17/14,Oakland,CA,37.8085,-122.2668
94605,100,"",7/5/14,Oakland,CA,37.7641,-122.1633
94612,100,"",7/5/14,Oakland,CA,37.8085,-122.2668
94611,100,"",7/2/14,Oakland,CA,37.8471,-122.2223
94610,100,"",7/5/14,Oakland,CA,37.8126,-122.2443
94610,100,"",7/5/14,Oakland,CA,37.8126,-122.2443
94619,100,"",7/5/14,Oakland,CA,37.7878,-122.1884
94611,100,"",6/11/14,Oakland,CA,37.8471,-122.2223
94611,100,"",5/9/14,Oakland,CA,37.8471,-122.2223
94608,100,"",5/10/14,Oakland,CA,37.8365,-122.2804
94619,100,"",6/16/14,Oakland,CA,37.7878,-122.1884
94606,100,"",7/4/14,Oakland,CA,37.7956,-122.2429
94608,100,"",6/23/14,Oakland,CA,37.8365,-122.2804
94608,100,"",7/1/14,Oakland,CA,37.8365,-122.2804
94609,100,"",6/20/14,Oakland,CA,37.8361,-122.2637
94609,100,"",5/8/14,Oakland,CA,37.8361,-122.2637
94601,100,"",6/12/14,Oakland,CA,37.7806,-122.2166
94618,100,"",7/4/14,Oakland,CA,37.8431,-122.2402
94611,100,"",7/4/14,Oakland,CA,37.8471,-122.2223
94609,100,"",7/4/14,Oakland,CA,37.8361,-122.2637
94602,100,"",7/1/14,Oakland,CA,37.8011,-122.2104
94607,100,"",7/4/14,Oakland,CA,37.8071,-122.2851
94608,100,"",5/6/14,Oakland,CA,37.8365,-122.2804
94609,100,"",6/27/14,Oakland,CA,37.8361,-122.2637
94618,100,"",7/4/14,Oakland,CA,37.8431,-122.2402
94606,100,"",7/4/14,Oakland,CA,37.7956,-122.2429
94618,100,"",6/19/14,Oakland,CA,37.8431,-122.2402
94609,100,"",6/4/14,Oakland,CA,37.8361,-122.2637
94609,100,"",6/30/14,Oakland,CA,37.8361,-122.2637
94609,100,"",7/4/14,Oakland,CA,37.8361,-122.2637
94609,100,"",7/3/14,Oakland,CA,37.8361,-122.2637
94618,100,"",7/5/14,Oakland,CA,37.8431,-122.2402
94607,100,"",5/5/14,Oakland,CA,37.8071,-122.2851
94612,100,"",6/25/14,Oakland,CA,37.8085,-122.2668
94609,100,"",5/5/14,Oakland,CA,37.8361,-122.2637
94602,100,"",7/5/14,Oakland,CA,37.8011,-122.2104
94611,100,"",7/1/14,Oakland,CA,37.8471,-122.2223
94618,100,"",7/4/14,Oakland,CA,37.8431,-122.2402
94611,100,"",6/26/14,Oakland,CA,37.8471,-122.2223
94609,100,"",7/4/14,Oakland,CA,37.8361,-122.2637
94612,100,"",6/6/14,Oakland,CA,37.8085,-122.2668
94612,100,"",6/25/14,Oakland,CA,37.8085,-122.2668
94607,100,"",7/3/14,Oakland,CA,37.8071,-122.2851
94618,100,"",5/10/14,Oakland,CA,37.8431,-122.2402
94611,100,"",7/5/14,Oakland,CA,37.8471,-122.2223
94610,100,"",7/5/14,Oakland,CA,37.8126,-122.2443
94602,100,"",5/8/14,Oakland,CA,37.8011,-122.2104
94619,100,"",5/9/14,Oakland,CA,37.7878,-122.1884
94618,100,"",6/10/14,Oakland,CA,37.8431,-122.2402
94606,100,"",5/5/14,Oakland,CA,37.7956,-122.2429
94609,100,"",6/25/14,Oakland,CA,37.8361,-122.2637
94609,100,"",7/4/14,Oakland,CA,37.8361,-122.2637
94608,100,"",7/4/14,Oakland,CA,37.8365,-122.2804
94606,100,"",7/4/14,Oakland,CA,37.7956,-122.2429
94618,100,"",7/4/14,Oakland,CA,37.8431,-122.2402
94612,100,"",5/9/14,Oakland,CA,37.8085,-122.2668
94609,100,"",6/28/14,Oakland,CA,37.8361,-122.2637
94618,100,"",7/4/14,OAKLAND,CA,37.8431,-122.2402
94607,100,"",5/8/14,Oakland,CA,37.8071,-122.2851
94609,100,"",5/10/14,Oakland,CA,37.8361,-122.2637
94611,100,"",5/5/14,Oakland,CA,37.8471,-122.2223
94602,100,"",7/4/14,Oakland,CA,37.8011,-122.2104
94610,100,"",7/4/14,Oakland,CA,37.8126,-122.2443
94602,100,"",7/4/14,Oakland,CA,37.8011,-122.2104
94602,100,"",6/26/14,Oakland,CA,37.8011,-122.2104
94602,100,"",7/5/14,Oakland,CA,37.8011,-122.2104
94610,100,"",7/3/14,oakland,CA,37.8126,-122.2443
94607,100,"",7/4/14,Oakland,CA,37.8071,-122.2851
94607,100,"",5/25/14,Oakland,CA,37.8071,-122.2851
94606,100,"",7/4/14,Oakland,CA,37.7956,-122.2429
94611,100,"",6/24/14,Oakland,CA,37.8471,-122.2223
94612,100,"",6/21/14,Oakland,CA,37.8085,-122.2668
94607,100,"",5/12/14,Oakland,CA,37.8071,-122.2851
94602,100,"",7/4/14,Oakland,CA,37.8011,-122.2104
94618,100,"",7/5/14,Oakland,CA,37.8431,-122.2402
94619,100,"",7/14/14,Oakland,CA,37.7878,-122.1884
94611,100,"",7/5/14,Oakland,CA,37.8471,-122.2223
94611,100,"",7/4/14,Oakland,CA,37.8471,-122.2223
94606,100,"",7/4/14,Oakland,CA,37.7956,-122.2429
94618,100,"",7/2/14,Oakland,CA,37.8431,-122.2402
94609,100,"",7/4/14,Oakland,CA,37.8361,-122.2637
94607,100,"",6/30/14,Oakland,CA,37.8071,-122.2851
94607,100,"",6/8/14,Oakland,CA,37.8071,-122.2851
94611,100,"",6/29/14,Oakland,CA,37.8471,-122.2223
94611,100,"",6/12/14,Oakland,CA,37.8471,-122.2223
94610,100,"",5/6/14,Oakland,CA,37.8126,-122.2443
94602,100,"",7/4/14,Oakland,CA,37.8011,-122.2104
94609,100,"",5/7/14,Oakland,CA,37.8361,-122.2637
94610,100,"",6/25/14,Oakland,CA,37.8126,-122.2443
94609,100,"",7/31/14,Oakland,CA,37.8361,-122.2637
94606,100,"",7/5/14,Oakland,CA,37.7956,-122.2429
94608,100,"",7/4/14,oakland,CA,37.8365,-122.2804
94611,100,"",5/2/14,Oakland,CA,37.8471,-122.2223
94612,100,"",5/2/14,Oakland,CA,37.8085,-122.2668
94608,100,"",5/2/14,Oakland,CA,37.8365,-122.2804
94610,100,"",5/2/14,Oakland,CA,37.8126,-122.2443
94606,100,"",5/1/14,Oakland,CA,37.7956,-122.2429
94607,100,"",5/1/14,Oakland,CA,37.8071,-122.2851
94618,100,"",5/1/14,Oakland,CA,37.8431,-122.2402
94618,100,"",5/2/14,OAKLAND,CA,37.8431,-122.2402
94609,100,"",5/2/14,Oakland,CA,37.8361,-122.2637
94611,100,"",5/2/14,Oakland,CA,37.8471,-122.2223
94611,100,"",5/3/14,Oakland,CA,37.8471,-122.2223
94607,100,"",5/1/14,Oakland,CA,37.8071,-122.2851
94606,75,"",6/16/14,Oakland,CA,37.7956,-122.2429
94609,75,"",6/27/14,Oakland,CA,37.8361,-122.2637
94606,75,"",5/2/14,Oakland,CA,37.7956,-122.2429
94611,72,"",7/4/14,Oakland,CA,37.8471,-122.2223
94609,50,"",5/20/20,Oakland,CA,37.8361,-122.2637
94602,50,"",9/5/14,Oakland,CA,37.8011,-122.2104
94610,50,"",12/5/14,Oakland,CA,37.8126,-122.2443
94602,50,"",7/4/14,Oakland,CA,37.8011,-122.2104
94606,50,"",6/23/14,OAKLAND,CA,37.7956,-122.2429
94609,50,"",7/4/14,Oakland,CA,37.8361,-122.2637
94618,50,"",7/4/14,Oakland,CA,37.8431,-122.2402
94609,50,"",5/12/14,Oakland,CA,37.8361,-122.2637
94605,50,"",7/4/14,Oakland,CA,37.7641,-122.1633
94602,50,"",7/4/14,Oakland,CA,37.8011,-122.2104
94610,50,"",6/28/14,Oakland,CA,37.8126,-122.2443
94602,50,"",7/4/14,Oakland,CA,37.8011,-122.2104
94606,50,"",6/25/14,Oakland,CA,37.7956,-122.2429
94607,50,"",6/12/14,Oakland,CA,37.8071,-122.2851
94607,50,"",7/4/14,Oakland,CA,37.8071,-122.2851
94607,50,"",7/23/14,Oakland,CA,37.8071,-122.2851
94609,50,"",7/4/14,Oakland,CA,37.8361,-122.2637
94601,50,"",5/5/14,Oakland,CA,37.7806,-122.2166
94610,50,"",6/20/14,Oakland,CA,37.8126,-122.2443
94609,50,"",7/7/14,Oakland,CA,37.8361,-122.2637
94602,50,"",7/1/14,Oakland,CA,37.8011,-122.2104
94611,50,"",5/13/14,Oakland,CA,37.8471,-122.2223
94610,50,"",7/4/14,Oakland,CA,37.8126,-122.2443
94610,50,"",7/4/14,Oakland,CA,37.8126,-122.2443
94610,50,"",7/3/14,Oakland,CA,37.8126,-122.2443
94611,50,"",6/4/14,Oakland,CA,37.8471,-122.2223
94619,50,"",7/4/14,Oakland,CA,37.7878,-122.1884
94608,50,"",7/6/14,Oakland,CA,37.8365,-122.2804
94610,50,"",7/4/14,Oakland,CA,37.8126,-122.2443
94609,50,"",7/4/14,Oakland,CA,37.8361,-122.2637
94619,50,"",7/4/14,Oakland,CA,37.7878,-122.1884
94607,50,"",7/5/14,Oakland,CA,37.8071,-122.2851
94602,50,"",7/4/14,Oakland,CA,37.8011,-122.2104
94606,50,"",7/4/14,Oakland,CA,37.7956,-122.2429
94602,50,"",6/24/14,Oakland,CA,37.8011,-122.2104
94605,50,"",7/2/14,Oakland,CA,37.7641,-122.1633
94610,50,"",5/9/14,Oakland,CA,37.8126,-122.2443
94610,50,"",7/4/14,Oakland,CA,37.8126,-122.2443
94618,50,"",6/20/14,Oakland,CA,37.8431,-122.2402
94606,50,"",5/10/14,Oakland,CA,37.7956,-122.2429
94602,50,"",7/6/14,Oakland,CA,37.8011,-122.2104
94611,50,"",7/1/14,Oakland,CA,37.8471,-122.2223
94609,50,"",7/4/14,Oakland,CA,37.8361,-122.2637
94607,50,"",5/5/14,Oakland,CA,37.8071,-122.2851
94602,50,"",7/4/14,Oakland,CA,37.8011,-122.2104
94611,50,"",7/4/14,Oakland,CA,37.8471,-122.2223
94611,50,"",5/13/14,Oakland,CA,37.8471,-122.2223
94618,50,"",5/10/14,Oakland,CA,37.8431,-122.2402
94609,50,"",6/25/14,Oakland,CA,37.8361,-122.2637
94608,50,"",7/2/14,Oakland,CA,37.8365,-122.2804
94618,50,"",7/4/14,Oakland,CA,37.8431,-122.2402
94605,50,"",7/29/14,Oakland,CA,37.7641,-122.1633
94607,50,"",7/4/14,Oakland,CA,37.8071,-122.2851
94601,50,"",7/4/14,Oakland,CA,37.7806,-122.2166
94611,50,"",7/4/14,Oakland,CA,37.8471,-122.2223
94606,50,"",7/4/14,Oakland,CA,37.7956,-122.2429
94607,50,"",7/13/14,Oakland,CA,37.8071,-122.2851
94618,50,"",7/4/14,Oakland,CA,37.8431,-122.2402
94611,50,"",7/5/14,Oakland,CA,37.8471,-122.2223
94610,50,"",7/4/14,Oakland,CA,37.8126,-122.2443
94607,50,"",6/13/14,Oakland,CA,37.8071,-122.2851
94612,50,"",6/27/14,Oakland,CA,37.8085,-122.2668
94609,50,"",6/26/14,Oakland,CA,37.8361,-122.2637
94611,50,"",7/4/14,Oakland,CA,37.8471,-122.2223
94605,50,"",7/4/14,Oakland,CA,37.7641,-122.1633
94607,50,"",6/27/14,Oakland,CA,37.8071,-122.2851
94609,50,"",7/3/14,Oakland,CA,37.8361,-122.2637
94611,50,"",6/3/14,Oakland,CA,37.8471,-122.2223
94610,50,"",7/2/14,Oakland,CA,37.8126,-122.2443
94609,50,"",7/4/14,Oakland,CA,37.8361,-122.2637
94609,50,"",7/4/14,Oakland,CA,37.8361,-122.2637
94602,50,"",7/13/14,Oakland,CA,37.8011,-122.2104
94611,50,"",7/13/14,Oakland,CA,37.8471,-122.2223
94612,50,"",7/5/14,Oakland,CA,37.8085,-122.2668
94612,50,"",7/1/14,Oakland,CA,37.8085,-122.2668
94609,50,"",7/4/14,Oakland,CA,37.8361,-122.2637
94608,50,"",7/4/14,Oakland,CA,37.8365,-122.2804
94605,50,"",7/2/14,Oakland,CA,37.7641,-122.1633
94608,50,"",7/4/14,Oakland,CA,37.8365,-122.2804
94607,50,"",7/7/14,Oakland,CA,37.8071,-122.2851
94618,50,"",7/4/14,Oakland,CA,37.8431,-122.2402
94618,50,"",6/19/14,Oakland,CA,37.8431,-122.2402
94610,50,"",6/10/14,Oakland,CA,37.8126,-122.2443
94610,50,"",7/3/14,Oakland,CA,37.8126,-122.2443
94619,50,"",6/6/14,Oakland,CA,37.7878,-122.1884
94607,50,"",6/27/14,Oakland,CA,37.8071,-122.2851
94609,50,"",5/13/14,Oakland,CA,37.8361,-122.2637
94610,50,"",7/3/14,Oakland,CA,37.8126,-122.2443
94618,50,"",7/4/14,Oakland,CA,37.8431,-122.2402
94611,50,"",7/4/14,Oakland,CA,37.8471,-122.2223
94611,50,"",5/9/14,Oakland,CA,37.8471,-122.2223
94610,50,"",7/4/14,Oakland,CA,37.8126,-122.2443
94610,50,"",7/4/14,Oakland,CA,37.8126,-122.2443
94619,50,"",6/21/14,Oakland,CA,37.7878,-122.1884
94609,50,"",5/22/14,Oakland,CA,37.8361,-122.2637
94606,50,"",7/5/14,Oakland,CA,37.7956,-122.2429
94606,50,"",5/1/14,OAKLAND,CA,37.7956,-122.2429
94609,50,"",5/2/14,Oakland,CA,37.8361,-122.2637
94618,50,"",5/1/14,Oakland,CA,37.8431,-122.2402
94609,50,"",5/1/14,Oakland,CA,37.8361,-122.2637
94611,50,"",5/1/14,Oakland,CA,37.8471,-122.2223
94608,50,"",5/2/14,Oakland,CA,37.8365,-122.2804
94605,50,"",5/3/14,Oakland,CA,37.7641,-122.1633
94609,40,"",6/13/14,Oakland,CA,37.8361,-122.2637
94610,40,"",6/12/14,Oakland,CA,37.8126,-122.2443
94608,40,"",5/9/14,Oakland,CA,37.8365,-122.2804
94602,35,"",6/11/14,Oakland,CA,37.8011,-122.2104
94610,35,"",7/2/14,Oakland,CA,37.8126,-122.2443
94605,35,"",7/2/14,Oakland,CA,37.7641,-122.1633
94602,30,"",6/24/14,Oakland,CA,37.8011,-122.2104
94618,30,"",6/24/14,Oakland,CA,37.8431,-122.2402
94610,30,"",5/11/14,Oakland,CA,37.8126,-122.2443
94609,30,"",7/5/14,Oakland,CA,37.8361,-122.2637
94606,30,"",7/4/14,Oakland,CA,37.7956,-122.2429
94610,25,"",5/29/20,Oakland,CA,37.8126,-122.2443
94618,25,"",9/5/14,Oakland,CA,37.8431,-122.2402
94619,25,"",9/5/14,OAKLAND,CA,37.7878,-122.1884
94610,25,"",9/5/14,Oakland,CA,37.8126,-122.2443
94611,25,"",7/5/14,Oakland,CA,37.8471,-122.2223
94606,25,"",7/5/14,Oakland,CA,37.7956,-122.2429
94611,25,"",7/8/14,Oakland,CA,37.8471,-122.2223
94611,25,"",7/2/14,Oakland,CA,37.8471,-122.2223
94602,25,"",7/5/14,Oakland,CA,37.8011,-122.2104
94602,25,"",7/4/14,Oakland,CA,37.8011,-122.2104
94611,25,"",6/8/14,Oakland,CA,37.8471,-122.2223
94608,25,"",7/3/14,Oakland,CA,37.8365,-122.2804
94618,25,"",7/4/14,Oakland,CA,37.8431,-122.2402
94610,25,"",7/4/14,Oakland,CA,37.8126,-122.2443
94607,25,"",7/4/14,Oakland,CA,37.8071,-122.2851
94611,25,"",6/30/14,Oakland,CA,37.8471,-122.2223
94602,25,"",7/4/14,Oakland,CA,37.8011,-122.2104
94605,25,"",6/15/14,Oakland,CA,37.7641,-122.1633
94607,25,"",7/30/14,Oakland,CA,37.8071,-122.2851
94618,25,"",7/21/14,Oakland,CA,37.8431,-122.2402
94618,25,"",6/20/14,Oakland,CA,37.8431,-122.2402
94610,25,"",5/12/14,Oakland,CA,37.8126,-122.2443
94601,25,"",7/3/14,Oakland,CA,37.7806,-122.2166
94609,25,"",6/15/14,oakland,CA,37.8361,-122.2637
94602,25,"",6/26/14,Oakland,CA,37.8011,-122.2104
94611,25,"",5/7/14,Oakland,CA,37.8471,-122.2223
94606,25,"",7/5/14,Oakland,CA,37.7956,-122.2429
94608,25,"",6/23/14,Oakland,CA,37.8365,-122.2804
94607,25,"",7/5/14,Oakland,CA,37.8071,-122.2851
94601,25,"",5/6/14,Oakland,CA,37.7806,-122.2166
94609,25,"",7/4/14,Oakland,CA,37.8361,-122.2637
94612,25,"",7/1/14,Oakland,CA,37.8085,-122.2668
94609,25,"",7/4/14,Oakland,CA,37.8361,-122.2637
94618,25,"",7/4/14,Oakland,CA,37.8431,-122.2402
94611,25,"",7/6/14,Oakland,CA,37.8471,-122.2223
94609,25,"",7/5/14,Oakland,CA,37.8361,-122.2637
94610,25,"",6/20/14,Oakland,CA,37.8126,-122.2443
94609,25,"",7/2/14,Oakland,CA,37.8361,-122.2637
94609,25,"",7/4/14,Oakland,CA,37.8361,-122.2637
94609,25,"",7/4/14,Oakland,CA,37.8361,-122.2637
94611,25,"",7/2/14,Oakland,CA,37.8471,-122.2223
94607,25,"",5/7/14,Oakland,CA,37.8071,-122.2851
94609,25,"",7/3/14,Oakland,CA,37.8361,-122.2637
94607,25,"",7/4/14,Oakland,CA,37.8071,-122.2851
94611,25,"",7/4/14,Oakland,CA,37.8471,-122.2223
94608,25,"",7/4/14,Oakland,CA,37.8365,-122.2804
94607,25,"",6/30/14,Oakland,CA,37.8071,-122.2851
94609,25,"",7/2/14,Oakland,CA,37.8361,-122.2637
94606,25,"",7/4/14,Oakland,CA,37.7956,-122.2429
94618,25,"",7/4/14,Oakland,CA,37.8431,-122.2402
94609,25,"",7/3/14,Oakland,CA,37.8361,-122.2637
94609,25,"",7/4/14,Oakland,CA,37.8361,-122.2637
94602,25,"",7/9/14,Oakland,CA,37.8011,-122.2104
94608,25,"",7/1/14,Oakland,CA,37.8365,-122.2804
94608,25,"",7/4/14,Oakland,CA,37.8365,-122.2804
94611,25,"",7/4/14,Oakland,CA,37.8471,-122.2223
94618,25,"",7/5/14,Oakland,CA,37.8431,-122.2402
94602,25,"",7/4/14,Oakland,CA,37.8011,-122.2104
94602,25,"",7/2/14,Oakland,CA,37.8011,-122.2104
94611,25,"",7/2/14,Oakland,CA,37.8471,-122.2223
94612,25,"",6/24/14,Oakland,CA,37.8085,-122.2668
94611,25,"",5/6/14,Oakland,CA,37.8471,-122.2223
94608,25,"",5/17/14,Oakland,CA,37.8365,-122.2804
94608,25,"",7/3/14,Oakland,CA,37.8365,-122.2804
94612,25,"",7/4/14,Oakland,CA,37.8085,-122.2668
94619,25,"",7/4/14,Oakland,CA,37.7878,-122.1884
94608,25,"",7/4/14,Oakland,CA,37.8365,-122.2804
94610,25,"",7/3/14,Oakland,CA,37.8126,-122.2443
94611,25,"",7/4/14,Oakland,CA,37.8471,-122.2223
94609,25,"",7/4/14,Oakland,CA,37.8361,-122.2637
94609,25,"",7/3/14,Oakland,CA,37.8361,-122.2637
94618,25,"",7/3/14,Oakland,CA,37.8431,-122.2402
94607,25,"",7/3/14,Oakland,CA,37.8071,-122.2851
94610,25,"",7/4/14,Oakland,CA,37.8126,-122.2443
94612,25,"",7/2/14,Oakland,CA,37.8085,-122.2668
94610,25,"",7/4/14,Oakland,CA,37.8126,-122.2443
94610,25,"",6/8/14,Oakland,CA,37.8126,-122.2443
94611,25,"",6/29/14,Oakland,CA,37.8471,-122.2223
94609,25,"",7/2/14,Oakland,CA,37.8361,-122.2637
94609,25,"",7/4/14,Oakland,CA,37.8361,-122.2637
94606,25,"",7/3/14,Oakland,CA,37.7956,-122.2429
94609,25,"",7/2/14,Oakland,CA,37.8361,-122.2637
94605,25,"",7/5/14,Oakland,CA,37.7641,-122.1633
94612,25,"",7/5/14,Oakland,CA,37.8085,-122.2668
94612,25,"",7/3/14,Oakland,CA,37.8085,-122.2668
94618,25,"",6/29/14,Oakland,CA,37.8431,-122.2402
94610,25,"",7/4/14,Oakland,CA,37.8126,-122.2443
94618,25,"",7/4/14,Oakland,CA,37.8431,-122.2402
94609,25,"",6/28/14,Oakland,CA,37.8361,-122.2637
94610,25,"",6/4/14,Oakland,CA,37.8126,-122.2443
94611,25,"",5/9/14,Oakland,CA,37.8471,-122.2223
94612,25,"",6/27/14,Oakland,CA,37.8085,-122.2668
94612,25,"",7/5/14,Oakland,CA,37.8085,-122.2668
94611,25,"",7/2/14,Oakland,CA,37.8471,-122.2223
94607,25,"",7/3/14,Oakland,CA,37.8071,-122.2851
94608,25,"",7/4/14,Oakland,CA,37.8365,-122.2804
94610,25,"",6/28/14,Oakland,CA,37.8126,-122.2443
94607,25,"",5/7/14,Oakland,CA,37.8071,-122.2851
94605,25,"",7/4/14,Oakland,CA,37.7641,-122.1633
94602,25,"",7/1/14,Oakland,CA,37.8011,-122.2104
94618,25,"",6/13/14,Oakland,CA,37.8431,-122.2402
94609,25,"",5/1/14,Oakland,CA,37.8361,-122.2637
94609,25,"",5/1/14,Oakland,CA,37.8361,-122.2637
94607,25,"",5/1/14,Oakland,CA,37.8071,-122.2851
94610,25,"",5/1/14,OAKLAND,CA,37.8126,-122.2443
94618,25,"",5/2/14,Oakland,CA,37.8431,-122.2402
94609,20,"",5/9/14,Oakland,CA,37.8361,-122.2637
94611,20,"",6/25/14,Oakland,CA,37.8471,-122.2223
94611,20,"",6/26/14,Oakland,CA,37.8471,-122.2223
94610,20,"",5/14/14,Oakland,CA,37.8126,-122.2443
94609,20,"",5/8/14,Oakland,CA,37.8361,-122.2637
94602,20,"",5/9/14,Oakland,CA,37.8011,-122.2104
94618,20,"",5/14/14,Oakland,CA,37.8431,-122.2402
94607,20,"",5/13/14,Oakland,CA,37.8071,-122.2851
94601,20,"",6/20/14,Oakland,CA,37.7806,-122.2166
94609,20,"",6/29/14,Oakland,CA,37.8361,-122.2637
94612,20,"",7/1/14,Oakland,CA,37.8085,-122.2668
94607,20,"",6/18/14,Oakland,CA,37.8071,-122.2851
94610,20,"",5/10/14,Oakland,CA,37.8126,-122.2443
94610,20,"",6/11/14,Oakland,CA,37.8126,-122.2443
94610,20,"",6/19/14,Oakland,CA,37.8126,-122.2443
94608,20,"",7/5/14,Oakland,CA,37.8365,-122.2804
94601,20,"",7/2/14,Oakland,CA,37.7806,-122.2166
94605,20,"",6/21/14,Oakland,CA,37.7641,-122.1633
94612,20,"",6/16/14,Oakland,CA,37.8085,-122.2668
94610,20,"",6/4/14,Oakland,CA,37.8126,-122.2443
94609,20,"",6/4/14,Oakland,CA,37.8361,-122.2637
94610,20,"",5/1/14,Oakland,CA,37.8126,-122.2443
94609,20,"",5/1/14,OAKLAND,CA,37.8361,-122.2637
94608,20,"",5/2/14,Oakland,CA,37.8365,-122.2804
94612,20,"",5/1/14,Oakland,CA,37.8085,-122.2668
94609,20,"",5/3/14,Oakland,CA,37.8361,-122.2637
94612,20,"",5/1/14,Oakland,CA,37.8085,-122.2668
94610,20,"",5/1/14,Oakland,CA,37.8126,-122.2443
94611,15,"",5/8/14,Oakland,CA,37.8471,-122.2223
94611,15,"",5/6/14,Oakland,CA,37.8471,-122.2223
94602,15,"",7/4/14,Oakland,CA,37.8011,-122.2104
94608,13,"",6/11/14,Oakland,CA,37.8365,-122.2804
94607,10,"",7/5/14,Oakland,CA,37.8071,-122.2851
94609,10,"",9/5/14,Oakland,CA,37.8361,-122.2637
94610,10,"",7/4/14,Oakland,CA,37.8126,-122.2443
94602,10,"",7/4/14,Oakland,CA,37.8011,-122.2104
94609,10,"",7/5/14,Oakland,CA,37.8361,-122.2637
94609,10,"",7/5/14,Oakland,CA,37.8361,-122.2637
94607,10,"",7/5/14,Oakland,CA,37.8071,-122.2851
94602,10,"",7/4/14,Oakland,CA,37.8011,-122.2104
94610,10,"",7/4/14,Oakland,CA,37.8126,-122.2443
94611,10,"",7/6/14,Oakland,CA,37.8471,-122.2223
94609,10,"",7/4/14,Oakland,CA,37.8361,-122.2637
94602,10,"",7/1/14,Oakland,CA,37.8011,-122.2104
94609,10,"",7/1/14,Oakland,CA,37.8361,-122.2637
94610,10,"",7/4/14,Oakland,CA,37.8126,-122.2443
94602,10,"",7/4/14,Oakland,CA,37.8011,-122.2104
94612,10,"",7/4/14,Oakland,CA,37.8085,-122.2668
94605,10,"",7/4/14,Oakland,CA,37.7641,-122.1633
94606,10,"",7/4/14,Oakland,CA,37.7956,-122.2429
94602,10,"",6/12/14,Oakland,CA,37.8011,-122.2104
94612,10,"",7/1/14,Oakland,CA,37.8085,-122.2668
94602,10,"",7/4/14,Oakland,CA,37.8011,-122.2104
94610,10,"",7/5/14,Oakland,CA,37.8126,-122.2443
94606,10,"",7/4/14,Oakland,CA,37.7956,-122.2429
94602,10,"",6/13/14,Oakland,CA,37.8011,-122.2104
94606,10,"",7/30/14,Oakland,CA,37.7956,-122.2429
94619,10,"",7/4/14,Oakland,CA,37.7878,-122.1884
94611,10,"",7/5/14,Oakland,CA,37.8471,-122.2223
94606,10,"",6/20/14,Oakland,CA,37.7956,-122.2429
94609,10,"",6/28/14,Oakland,CA,37.8361,-122.2637
94610,10,"",7/4/14,Oakland,CA,37.8126,-122.2443
94611,10,"",7/3/14,Oakland,CA,37.8471,-122.2223
94618,10,"",6/30/14,Oakland,CA,37.8431,-122.2402
94611,10,"",6/29/14,Oakland,CA,37.8471,-122.2223
94609,10,"",7/4/14,Oakland,CA,37.8361,-122.2637
94612,10,"",7/4/14,Oakland,CA,37.8085,-122.2668
94609,10,"",7/4/14,Oakland,CA,37.8361,-122.2637
94610,10,"",7/7/14,Oakland,CA,37.8126,-122.2443
94610,10,"",5/6/14,Oakland,CA,37.8126,-122.2443
94611,10,"",7/5/14,Oakland,CA,37.8471,-122.2223
94611,10,"",7/5/14,Oakland,CA,37.8471,-122.2223
94610,10,"",6/26/14,Oakland,CA,37.8126,-122.2443
94609,10,"",7/4/14,Oakland,CA,37.8361,-122.2637
